status,time,card_type,city,amount,id
success,2025-09-06 01:51:00,Vsa,Shiraz,2355422,5
success,2025-09-04 03:27:00,Master-Card,Ahvaz,633811,30
success,2025-09-07 23:59:00,Visa,TEHRAN,4699570,50
success,2025-09-30 09:00:00,Discover,Ahvaz,3522708,5
fail,2025-09-19 19:19:00,Discover,Tabriz,923195,13
fail,2025-09-17 11:11:00,Visa,Tabriz,3343632,100
success,2025-09-25 20:33:00,MastCard,TEHRAN,4688354,49
failed,2025-09-16 18:00:00,Visa,Ahvaz,2535075,90
success,2025-09-15 19:29:00,Visa,Ahvaz,4008962,50
fail,2025-09-22 10:05:00,Vsa,Karaj,4714138,14
fail,2025-09-08 08:59:00,Master-Card,Tabriz,622003,46
fail,2025-09-19 14:30:00,MastCard,karaj,3354814,91
success,2025-09-08 14:30:00,Vsa,Tehran,2967511,82
fail,2025-09-18 16:40:00,Amex,Isfahan,3962853,84
fail,2025-09-28 02:30:00,Master-Card,Isfahan,3141385,34
success,2025-09-16 15:45:00,MasterCard,Qom,1973992,71
success,2025-09-20 00:00:00,visa,Mashhad,1011282,47
success,2025-09-19 10:48:00,Visa,Mashhad,4476990,60
success,2025-09-10 20:33:00,Vsa,Qom,267562,74
success,2025-09-17 11:11:00,Amex,Isfahan,3093905,79
fail,2025-09-13 03:00:00,Amex,Tabriz,2627424,81
success,2025-09-13 19:40:00,MastCard,Shiraz,1835865,11
fail,2025-09-07 19:40:00,Vsa,Ahvaz,2024169,99
fail,2025-09-27 19:51:00,Master-Card,Mashhad,3273106,92
success,2025-09-10 02:37:00,Visa,Shiraz,944158,85
success,2025-09-02 05:56:00,Visa,Qom,257210,96
success,2025-09-04 09:09:00,Visa,Tehran,4986955,50
success,2025-09-25 06:06:00,Visa,Isfahan,4902661,4
failed,2025-09-06 05:23:00,Discover,Tehran,4466890,41
success,2025-09-24 14:02:00,MastCard,Shiraz,4945624,59
success,2025-09-18 10:05:00,MasterCard,Mashhad,2472809,60
success,2025-09-23 23:17:00,MastCard,Tehran,4398722,81
fail,2025-09-06 18:12:00,MasterCard,Qom,825339,62
fail,2025-09-29 04:04:00,Amex,TEHRAN,2422176,84
success,2025-09-30 21:10:00,Visa,Isfahan,3521973,25
fail,2025-09-25 17:07:00,Vsa,ThRan,870466,88
success,2025-09-23 00:00:00,MastCard,tehr@n,1310911,79
success,2025-09-17 14:02:00,Discover,Ahvaz,3554639,33
FAIL,2025-09-14 17:17:00,Discover,karaj,3024630,19
failed,2025-09-24 23:59:00,Visa,Isfahan,416122,57
fail,2025-09-11 02:30:00,Vsa,Isfahan,1948644,15
success,2025-09-26 13:13:00,MastCard,tehr@n,4157577,41
fail,2025-09-19 05:23:00,Amex,Isfahan,1728629,69
fail,2025-09-30 22:27:00,Discover,Tehran,2450806,80
success,2025-09-02 14:55:00,Visa,Tehran,768006,60
fail,2025-09-28 07:08:00,Visa,Karaj,428630,97
fail,2025-09-03 21:10:00,Visa,Isfahan,4509192,22
Success,2025-09-11 13:13:00,Visa,Tehran,3159239,43
failed,2025-09-06 08:08:00,Visa,karaj,4097599,32
success,2025-09-29 10:05:00,Amex,Mashhad,2520665,13
failed,2025-09-14 14:02:00,Discover,Qom,3369976,38
success,2025-09-19 09:00:00,MasterCard,Tehran,4466876,26
fail,2025-09-26 12:44:00,Amex,Tehran,3996999,81
success,2025-09-16 19:19:00,Amex,Tehran,4745739,5
success,2025-09-21 04:04:00,Amex,Mashhad,4314255,49
fail,2025-09-22 02:54:00,Discover,Ahvaz,2774008,98
failed,2025-09-24 12:12:00,Vsa,Karaj,194426,92
success,2025-09-07 07:08:00,,Tabriz,3133265,5
fail,2025-09-30 23:59:00,Discover,THR,4035499,71
fail,2025-09-27 19:19:00,Visa,Tehran,4545886,48
fail,2025-09-08 03:00:00,Master-Card,Tehran,3060032,18
failed,2025-09-19 12:44:00,,THR,43981,96
success,2025-09-20 10:48:00,Visa,Tabriz,4425673,6
success,2025-09-16 07:07:00,Visa,Karaj,1643938,66
success,2025-09-22 12:44:00,Vsa,Tehran,2578719,77
success,2025-09-27 05:56:00,Discover,Tehran,2523698,42
success,2025-09-07 14:30:00,,Shiraz,2531493,52
success,2025-09-09 04:40:00,Visa,Tehran,4256897,11
Success,2025-09-13 03:27:00,Master-Card,Tehran,4966226,26
FAIL,2025-09-01 18:00:00,Visa,Mashhad,3738183,21
succeed,2025-09-29 17:07:00,Discover,Tabriz,588451,66
success,2025-09-08 04:15:00,VISA,Ahvaz,3073541,40
Success,2025-09-24 04:04:00,Visa,karaj,886107,56
success,2025-09-22 22:27:00,Visa,Shiraz,4589713,51
failed,2025-09-04 10:05:00,Master-Card,Tabriz,3074489,20
Success,2025-09-03 08:08:00,Visa,Mashhad,2980243,81
failed,2025-09-27 18:00:00,Visa,Karaj,4259601,80
failed,2025-09-03 19:40:00,Discover,Tehran,4301366,57
success,2025-09-22 08:08:00,Amex,Tabriz,3167849,5
fail,2025-09-13 07:07:00,MastCard,karaj,2301543,14
fail,2025-09-08 12:34:00,Master-Card,Isfahan,4392130,24
success,2025-09-07 06:06:00,MasterCard,Shiraz,3755085,68
fail,2025-09-27 05:56:00,Discover,Tehran,2837893,52
success,2025-09-01 18:00:00,Discover,Ahvaz,3905636,48
success,2025-09-27 20:20:00,Vsa,Tehran,1149132,89
success,2025-09-16 10:48:00,MastCard,THR,3560360,47
Success,2025-09-06 07:08:00,Master-Card,Tehran,4859845,60
success,2025-09-07 19:29:00,VISA,TEHRAN,4419487,73
success,2025-09-12 10:48:00,Discover,Isfahan,1188065,3
success,2025-09-23 09:45:00,MasterCard,Shiraz,2113376,9
failed,2025-09-09 13:13:00,Amex,karaj,125095,82
fail,2025-09-27 09:45:00,Visa,Tehran,2943520,83
fail,2025-09-11 02:37:00,Visa,Tabriz,4481071,24
Success,2025-09-10 02:30:00,Master-Card,TEHRAN,1531546,4
success,2025-09-21 08:59:00,MasterCard,Isfahan,372298,9
success,2025-09-01 12:44:00,Amex,Karaj,85808,98
success,2025-09-18 04:04:00,Amex,Tehran,1597769,1
fail,2025-09-04 21:10:00,MastCard,Karaj,2765335,35
success,2025-09-05 13:13:00,Visa,Tehran,1912892,74
fail,2025-09-09 17:17:00,Amex,Karaj,2259339,12
success,2025-09-27 19:51:00,MasterCard,Tabriz,4159419,18
success,2025-09-17 10:48:00,Master-Card,Mashhad,287845,78
success,2025-09-03 07:32:00,MasterCard,Tehran,719509,10
success,2025-09-16 08:08:00,Master Card,Shiraz,3658287,74
Success,2025-09-05 15:45:00,Discover,Isfahan,3664491,18
success,2025-09-16 05:23:00,VISA,Isfahan,4756585,24
failed,2025-09-03 00:00:00,Master-Card,Shiraz,345760,1
success,2025-09-20 23:59:00,Amex,Tehran,4348477,95
success,2025-09-15 04:15:00,Discover,THR,2593830,79
fail,2025-09-30 02:24:00,Discover,Karaj,1265750,72
fail,2025-09-03 04:04:00,Vsa,Qom,689250,100
success,2025-09-20 02:54:00,Amex,Tehran,3348045,82
fail,2025-09-14 07:08:00,MasterCard,Karaj,3902326,16
failed,2025-09-16 07:08:00,Amex,Tehran,2045563,85
success,2025-09-29 12:12:00,MastCard,Ahvaz,4686190,15
failed,2025-09-29 19:51:00,Visa,Tabriz,415024,62
FAIL,2025-09-17 18:12:00,Visa,Tehran,22285,5
fail,2025-09-28 20:33:00,Visa,Tehran,501958,45
fail,2025-09-24 14:11:00,Visa,Tehran ,1547732,52
success,2025-09-20 08:59:00,MasterCard,Ahvaz,2540915,71
fail,2025-09-23 12:44:00,Vsa,Tabriz,4651924,7
fail,2025-09-18 02:20:00,Discover,Tehran ,2540444,27
failed,2025-09-18 23:59:00,Visa,Tehran,4314928,90
succeed,2025-09-22 01:01:00,MasterCard,Karaj,3488377,87
success,2025-09-14 03:27:00,visa,Shiraz,462834,13
success,2025-09-18 15:45:00,Discover,karaj,1307374,17
success,2025-09-15 21:23:00,VISA,Isfahan,720199,44
success,2025-09-15 06:30:00,Visa,Isfahan,3324201,13
success,2025-09-06 08:59:00,Visa,Shiraz,746265,91
success,2025-09-27 18:45:00,MastCard,Isfahan,1623310,73
fail,2025-09-15 07:07:00,MasterCard,Tehran,4937984,5
failed,2025-09-18 17:07:00,MastCard,Karaj,1274043,33
success,2025-09-04 23:17:00,Master-Card,Shiraz,2198054,4
success,2025-09-23 22:27:00,Discover,Isfahan,1161619,93
Success,2025-09-08 10:48:00,MastCard,Tabriz,4520975,26
fail,2025-09-15 21:23:00,Amex,Tabriz,102429,68
fail,2025-09-03 14:00:00,Master-Card,Karaj,762032,16
failed,2025-09-30 13:10:00,MasterCard,Karaj,1719215,22
succeed,2025-09-15 10:48:00,Visa,karaj,2802758,36
success,2025-09-13 12:12:00,Amex,Ahvaz,3429820,58
fail,2025-09-09 15:45:00,Master Card,Ahvaz,4960002,55
success,2025-09-02 11:11:00,Visa,Tabriz,231671,35
fail,2025-09-24 13:13:00,Discover,Tehran,3134646,25
success,2025-09-08 23:59:00,Discover,Ahvaz,4775364,72
fail,2025-09-29 07:07:00,MastCard,Tehran,834575,81
Success,2025-09-30 20:33:00,Discover,ThRan,2183069,61
success,2025-09-20 22:27:00,Discover,THR,798000,18
failed,2025-09-17 21:23:00,Amex,Mashhad,3934811,58
fail,2025-09-13 15:45:00,Visa,Isfahan,1053679,76
fail,2025-09-01 13:10:00,Visa,Mashhad,1952720,57
Success,2025-09-02 04:04:00,MasterCard,Karaj,1630684,98
fail,2025-09-30 21:23:00,Discover,Ahvaz,4962209,88
success,2025-09-15 10:05:00,Discover,Tehran,457580,63
fail,2025-09-12 17:07:00,Visa,Ahvaz,4133820,12
success,2025-09-14 19:29:00,Discover,Shiraz,3102306,11
fail,2025-09-25 02:30:00,Vsa,Tehran,1514558,13
success,2025-09-29 01:01:00,MasterCard,Tabriz,350987,35
success,2025-09-02 02:30:00,Amex,Mashhad,3391653,27
success,2025-09-18 02:24:00,Visa,Tehran,1994995,90
fail,2025-09-22 19:40:00,Visa,Tehran,4752586,67
success,2025-09-07 12:12:00,Master-Card,Tehran,374374,90
success,2025-09-29 11:11:00,Discover,TEHRAN,718657,45
fail,2025-09-23 20:20:00,Discover,Tehran,2585707,74
success,2025-09-29 02:30:00,Master-Card,Isfahan,2590926,81
Success,2025-09-25 02:20:00,MastCard,Tabriz,3256648,67
fail,2025-09-06 09:45:00,MastCard,Karaj,2996764,22
success,2025-09-14 02:37:00,MastCard,Karaj,4894359,78
success,2025-09-08 02:37:00,Visa,Ahvaz,3465170,92
fail,2025-09-27 14:11:00,Master Card,Shiraz,2749157,42
fail,2025-09-22 13:13:00,,Qom,3000924,20
success,2025-09-02 03:27:00,Discover,Isfahan,3257198,48
failed,2025-09-17 08:08:00,Vsa,Shiraz,244380,18
fail,2025-09-05 20:33:00,MasterCard,Tehran,3967962,77
failed,2025-09-14 23:17:00,MastCard,Karaj,459767,70
success,2025-09-25 13:13:00,Visa,Tehran,4148674,74
fail,2025-09-24 23:59:00,MasterCard,THR,2809383,94
success,2025-09-30 03:00:00,Visa,Mashhad,2579875,6
FAIL,2025-09-29 14:11:00,MasterCard,Mashhad,2423259,39
fail,2025-09-20 13:13:00,Discover,Qom,794410,11
success,2025-09-21 19:19:00,MasterCard,Ahvaz,1949388,25
success,2025-09-29 14:11:00,MastCard,Mashhad,2467276,95
fail,2025-09-21 21:10:00,Master-Card,Isfahan,195761,55
fail,2025-09-22 21:10:00,Visa,Tabriz,206528,84
fail,2025-09-03 03:27:00,Master-Card,Tehran,532933,58
fail,2025-09-05 11:11:00,Discover,Tehran,4555767,37
fail,2025-09-16 05:23:00,Vsa,Tehran,4338776,16
failed,2025-09-18 02:30:00,MasterCard,THR,795903,96
succeed,2025-09-26 03:27:00,Master-Card,Ahvaz,3659559,94
fail,2025-09-17 19:40:00,Amex,Tabriz,204609,70
success,2025-09-11 07:32:00,MasterCard,Tehran,4409114,94
fail,2025-09-17 02:37:00,Discover,Mashhad,938286,97
fail,2025-09-16 00:00:00,VISA,Isfahan,1914387,73
fail,2025-09-26 20:33:00,Vsa,Ahvaz,1220884,37
fail,2025-09-23 08:08:00,Discover,Isfahan,3856063,53
Success,2025-09-02 03:27:00,Visa,THR,1977332,88
fail,2025-09-04 19:29:00,Vsa,Tehran,3809474,16
success,2025-09-21 21:21:00,visa,Isfahan,3950229,18
fail,2025-09-07 09:09:00,Discover,tehr@n,4527877,19
fail,2025-09-02 18:00:00,,Tehran,4558715,44
failed,2025-09-30 03:27:00,Visa,Isfahan,4652609,2
fail,2025-09-06 23:59:00,Master Card,Tabriz,1963447,58
FAIL,2025-09-17 08:08:00,MastCard,Mashhad,161342,10
fail,2025-09-07 04:04:00,Discover,Tabriz,1233789,76
success,2025-09-25 14:11:00,Discover,THR,1523990,46
succeed,2025-09-05 14:55:00,Amex,tehr@n,3194830,82
fail,2025-09-05 13:13:00,Amex,THR,381920,19
success,2025-09-20 14:11:00,,Isfahan,2890768,38
success,2025-09-16 11:11:00,MastCard,,4530724,37
fail,2025-09-19 23:59:00,MasterCard,Karaj,3662681,92
success,2025-09-09 21:23:00,,Isfahan,614819,78
fail,2025-09-05 19:40:00,Amex,Tehran,285314,45
fail,2025-09-08 21:23:00,Master-Card,Shiraz,4359575,34
fail,2025-09-09 19:19:00,Vsa,Karaj,3212231,2
failed,2025-09-05 10:05:00,,Tehran,3240614,44
fail,2025-09-10 11:11:00,Visa,Qom,1656998,98
fail,2025-09-25 13:13:00,Amex,ThRan,1800952,83
success,2025-09-02 20:20:00,MasterCard,Tabriz,4761995,27
fail,2025-09-09 13:13:00,MasterCard,Tabriz,4535863,48
success,2025-09-11 14:02:00,MasterCard,TEHRAN,3216640,95
fail,2025-09-04 02:37:00,Vsa,Tehran,4710023,7
success,2025-09-22 13:10:00,Discover,tehr@n,2760105,27
success,2025-09-22 14:11:00,MasterCard,Ahvaz,55358,85
fail,2025-09-22 03:27:00,Visa,Isfahan,4737266,71
fail,2025-09-02 04:40:00,Discover,Tehran,1163042,90
success,2025-09-23 15:45:00,Amex,Tehran,1168983,18
success,2025-09-29 11:11:00,Visa,Isfahan,1793226,33
fail,2025-09-06 09:00:00,Visa,Karaj,4396995,33
fail,2025-09-27 21:23:00,MasterCard,Mashhad,152904,97
fail,2025-09-14 05:56:00,Visa,Karaj,2900913,25
success,2025-09-01 08:08:00,Visa,Shiraz,4658104,14
succeed,2025-09-18 23:59:00,Master-Card,Qom,469301,38
fail,2025-09-07 03:00:00,Vsa,Tehran ,359411,38
fail,2025-09-01 21:10:00,Discover,Karaj,1168295,4
fail,2025-09-01 09:00:00,Discover,TEHRAN,1242370,62
fail,2025-09-01 04:40:00,,Tabriz,2645380,82
success,2025-09-24 01:01:00,Visa,Karaj,1059960,10
Success,2025-09-04 16:40:00,Amex,Qom,2614697,35
fail,2025-09-04 02:30:00,Amex,TEHRAN,1443152,100
success,2025-09-29 07:07:00,Vsa,Mashhad,1878512,23
fail,2025-09-18 03:00:00,Master Card,Tabriz,4643456,90
failed,2025-09-27 23:59:00,Discover,Isfahan,1054311,65
success,2025-09-11 07:07:00,MasterCard,Tabriz,747396,82
fail,2025-09-27 14:11:00,MastCard,Tabriz,4611882,79
Success,2025-09-01 17:07:00,VISA,Mashhad,3710193,25
fail,2025-09-28 14:00:00,Master-Card,TEHRAN,298830,97
success,2025-09-10 21:23:00,MastCard,Tehran,2097782,53
failed,2025-09-09 20:20:00,Master-Card,Tabriz,2854822,84
fail,2025-09-23 14:00:00,Visa,THR,3442013,17
success,2025-09-04 06:06:00,Discover,Isfahan,3124108,57
failed,2025-09-28 04:40:00,Visa,Tehran ,4624817,75
succeed,2025-09-06 08:59:00,Visa,Tabriz,2014082,77
success,2025-09-30 14:11:00,Amex,Isfahan,2436791,90
fail,2025-09-16 02:37:00,Master-Card,Tehran,2985165,20
success,2025-09-02 03:27:00,Amex,,2160991,25
success,2025-09-23 14:55:00,Amex,TEHRAN,1048519,42
success,2025-09-18 09:09:00,Visa,karaj,259472,45
failed,2025-09-10 11:11:00,Amex,Tehran,990384,31
fail,2025-09-24 01:01:00,MasterCard,Tehran ,3622101,65
fail,2025-09-24 13:13:00,Amex,TEHRAN,3367677,52
success,2025-09-17 02:54:00,Discover,Isfahan,2749088,80
Success,2025-09-13 20:20:00,Amex,Karaj,266524,93
success,2025-09-24 09:45:00,MasterCard,,1046244,21
FAIL,2025-09-18 20:20:00,Amex,Isfahan,3200646,30
Success,2025-09-22 04:40:00,Visa,Tehran,1679296,3
failed,2025-09-13 11:11:00,MasterCard,THR,2784459,99
Success,2025-09-17 23:17:00,Discover,Mashhad,2499937,70
failed,2025-09-05 20:33:00,MastCard,ThRan,878317,43
failed,2025-09-11 11:11:00,MastCard,Qom,1872158,29
success,2025-09-07 10:05:00,Master-Card,Tehran,4485365,3
fail,2025-09-29 02:24:00,Amex,Mashhad,1925540,58
fail,2025-09-10 22:27:00,Discover,Karaj,2461483,33
fail,2025-09-17 10:48:00,Vsa,Tehran,2682898,75
fail,2025-09-15 08:08:00,MasterCard,Isfahan,3580648,45
fail,2025-09-18 02:37:00,Visa,Tehran,3697780,69
Success,2025-09-23 02:37:00,MastCard,Shiraz,806741,32
success,2025-09-22 21:10:00,Visa,tehr@n,404728,82
fail,2025-09-19 09:00:00,Visa,Shiraz,795950,84
failed,2025-09-30 12:44:00,MastCard,Karaj,2874419,52
success,2025-09-26 21:21:00,Vsa,Isfahan,1105588,64
fail,2025-09-02 07:08:00,Vsa,Qom,2636765,40
failed,2025-09-26 04:04:00,Discover,Qom,4217174,93
fail,2025-09-04 01:01:00,Master-Card,Ahvaz,1961111,13
success,2025-09-03 07:08:00,MastCard,THR,231317,91
fail,2025-09-07 18:45:00,Vsa,Shiraz,3229946,80
success,2025-09-24 12:12:00,MastCard,ThRan,1210729,90
failed,2025-09-18 14:02:00,Amex,karaj,4554431,74
fail,2025-09-10 09:09:00,Visa,Tehran,129985,29
FAIL,2025-09-07 02:37:00,MastCard,Mashhad,1644685,63
fail,2025-09-08 06:30:00,MastCard,TEHRAN,433387,84
success,2025-09-06 11:11:00,Discover,tehr@n,546393,26
Success,2025-09-22 14:02:00,MastCard,Isfahan,2133822,97
Success,2025-09-26 18:00:00,Amex,Karaj,1257042,59
fail,2025-09-01 18:45:00,Amex,Isfahan,2174125,49
fail,2025-09-04 00:00:00,Discover,Tehran,3455248,53
success,2025-09-14 07:32:00,Visa,THR,3412923,89
fail,2025-09-17 12:34:00,Visa,tehr@n,742768,31
success,2025-09-20 13:13:00,Vsa,Mashhad,4966885,12
failed,2025-09-18 07:08:00,Discover,Tehran,4644883,58
success,2025-09-11 14:02:00,Visa,karaj,1450462,36
fail,2025-09-29 05:56:00,visa,Mashhad,4849399,10
success,2025-09-21 12:34:00,Visa,Tehran,1520637,6
Success,2025-09-26 21:23:00,Amex,Tehran,603624,7
success,2025-09-14 02:30:00,,Tehran,1259688,31
success,2025-09-09 14:00:00,Amex,Karaj,1573867,92
fail,2025-09-27 01:51:00,Vsa,Tabriz,3320126,72
fail,2025-09-15 13:13:00,VISA,Tehran,4383408,3
fail,2025-09-12 09:09:00,Master-Card,TEHRAN,2102684,47
success,2025-09-10 02:30:00,Amex,tehr@n,1426807,85
fail,2025-09-19 14:55:00,Discover,Tehran,201320,1
success,2025-09-24 14:11:00,MasterCard,Tabriz,4052826,45
success,2025-09-19 23:59:00,Vsa,Qom,623662,54
success,2025-09-06 02:24:00,Master-Card,Tehran,4994356,50
fail,2025-09-20 19:19:00,Vsa,Tehran,4183547,79
success,2025-09-24 07:08:00,Amex,Isfahan,1599655,7
success,2025-09-27 01:01:00,MasterCard,tehr@n,3182091,63
fail,2025-09-06 23:17:00,Discover,Tehran ,3890722,15
fail,2025-09-08 22:27:00,Visa,karaj,3422935,90
success,2025-09-01 16:40:00,MastCard,Karaj,4008773,67
fail,2025-09-22 14:30:00,Discover,Karaj,3639757,30
fail,2025-09-17 05:56:00,Discover,Mashhad,4626098,78
fail,2025-09-17 16:40:00,Vsa,Mashhad,3994069,68
fail,2025-09-24 14:00:00,Visa,Shiraz,4732464,36
Success,2025-09-15 04:40:00,,Karaj,4042380,67
success,2025-09-07 14:00:00,Visa,Tehran,2669441,5
success,2025-09-19 15:45:00,,Tabriz,3137681,25
Success,2025-09-22 07:32:00,MasterCard,Tehran ,65562,96
success,2025-09-25 18:00:00,Visa,Isfahan,1207662,11
success,2025-09-23 03:27:00,MastCard,Tabriz,1070441,72
fail,2025-09-28 02:30:00,Master-Card,Isfahan,4039191,91
success,2025-09-03 12:44:00,MasterCard,Tabriz,1296575,66
fail,2025-09-30 14:02:00,MastCard,Tehran,1422107,28
success,2025-09-30 02:54:00,VISA,Tabriz,873972,60
fail,2025-09-29 06:06:00,Discover,Shiraz,1401833,10
fail,2025-09-22 21:23:00,Vsa,Tabriz,4032806,50
fail,2025-09-11 04:04:00,Discover,Shiraz,4099834,39
fail,2025-09-20 11:11:00,MasterCard,Tehran,1506162,37
failed,2025-09-30 02:54:00,Discover,Tehran,2950976,63
fail,2025-09-29 13:10:00,MasterCard,THR,4120140,61
failed,2025-09-19 11:11:00,Visa,Ahvaz,4936891,85
success,2025-09-09 13:13:00,Discover,Shiraz,3726112,93
success,2025-09-10 02:20:00,MasterCard,Tehran,2499028,38
fail,2025-09-02 14:11:00,Amex,Tabriz,3411428,33
Success,2025-09-01 21:10:00,Amex,karaj,1726312,75
fail,2025-09-30 18:00:00,Amex,Tehran,4011793,45
success,2025-09-16 09:09:00,Discover,karaj,2094320,44
success,2025-09-18 09:00:00,Master Card,Qom,4260130,1
success,2025-09-23 18:12:00,Discover,Karaj,1275133,53
fail,2025-09-26 23:59:00,Visa,Shiraz,1216005,47
success,2025-09-17 14:02:00,Amex,Isfahan,304687,33
failed,2025-09-06 02:30:00,MastCard,Tabriz,1584917,67
failed,2025-09-14 19:51:00,Visa,Shiraz,4258921,91
Success,2025-09-23 02:54:00,Discover,Ahvaz,646232,15
fail,2025-09-25 05:23:00,Vsa,Tehran,2384304,14
fail,2025-09-15 14:30:00,MasterCard,Isfahan,4501760,23
fail,2025-09-14 02:54:00,MasterCard,Isfahan,4259966,54
Success,2025-09-24 04:04:00,,Qom,4439452,8
fail,2025-09-22 13:13:00,Visa,Tehran,1790283,54
success,2025-09-03 22:27:00,Amex,tehr@n,87504,36
failed,2025-09-24 05:56:00,Discover,Qom,1261317,84
success,2025-09-23 14:11:00,Visa,TEHRAN,3566291,52
success,2025-09-19 10:48:00,Visa,karaj,2884033,6
fail,2025-09-25 03:00:00,Amex,Tehran,2748716,98
success,2025-09-12 02:24:00,Visa,Tehran,748373,28
Success,2025-09-02 18:12:00,Amex,THR,664926,50
success,2025-09-03 19:19:00,Master Card,Qom,2321705,38
fail,2025-09-18 06:30:00,Vsa,Tehran,882841,30
fail,2025-09-29 01:51:00,Discover,tehr@n,706271,81
fail,2025-09-01 05:56:00,Visa,Mashhad,1800531,73
success,2025-09-20 18:45:00,MasterCard,Tabriz,979440,93
fail,2025-09-21 14:00:00,Discover,Mashhad,3622048,54
success,2025-09-29 12:44:00,VISA,karaj,3503088,71
success,2025-09-06 14:02:00,visa,Tehran,1819364,46
success,2025-09-05 16:40:00,MasterCard,Isfahan,450672,28
fail,2025-09-01 02:37:00,Visa,Tabriz,1992505,17
success,2025-09-19 14:00:00,,karaj,3112344,48
success,2025-09-01 06:06:00,Vsa,Ahvaz,1910521,44
fail,2025-09-27 14:00:00,MasterCard,Isfahan,1948419,60
FAIL,2025-09-21 08:08:00,Discover,Shiraz,2079466,60
fail,2025-09-21 19:40:00,MasterCard,Isfahan,447944,5
success,2025-09-16 13:10:00,Master-Card,Qom,3101303,69
fail,2025-09-12 11:11:00,Visa,,3949637,78
success,2025-09-27 10:48:00,Vsa,Qom,3211815,70
success,2025-09-29 14:00:00,Visa,ThRan,1279059,7
fail,2025-09-22 03:27:00,,Karaj,1526907,53
success,2025-09-08 21:10:00,MasterCard,Tehran,2564570,17
success,2025-09-26 09:09:00,Visa,Ahvaz,2181634,59
success,2025-09-16 23:59:00,Visa,Tehran,4438845,9
fail,2025-09-28 14:55:00,Amex,Mashhad,1654706,96
fail,2025-09-01 01:01:00,Discover,Shiraz,2482932,22
success,2025-09-04 18:00:00,Amex,TEHRAN,2322949,45
fail,2025-09-10 19:19:00,Discover,Tabriz,4876571,73
success,2025-09-11 01:51:00,Visa,THR,927504,59
fail,2025-09-17 10:48:00,MasterCard,tehr@n,4025012,80
fail,2025-09-25 13:10:00,Amex,Tehran,4755757,99
failed,2025-09-27 23:17:00,MasterCard,THR,3151806,13
success,2025-09-23 02:54:00,MasterCard,Tabriz,2737349,83
success,2025-09-07 23:17:00,Amex,Tehran,4729466,12
failed,2025-09-12 17:17:00,MasterCard,tehr@n,2767979,36
success,2025-09-21 19:51:00,Visa,Isfahan,2664798,10
success,2025-09-07 07:07:00,Visa,Shiraz,3537275,16
FAIL,2025-09-12 06:30:00,Visa,Qom,4479440,93
success,2025-09-15 06:06:00,MastCard,Tabriz,521434,19
success,2025-09-02 21:23:00,MasterCard,Shiraz,4244963,6
success,2025-09-14 04:15:00,MasterCard,Tehran,2772390,4
failed,2025-09-13 23:59:00,Vsa,Tabriz,2259718,30
fail,2025-09-04 00:00:00,Discover,tehr@n,4160495,96
fail,2025-09-14 03:27:00,Amex,tehr@n,2287357,46
fail,2025-09-14 21:23:00,Visa,Mashhad,753064,27
fail,2025-09-16 10:48:00,MastCard,Tehran,3960488,45
fail,2025-09-07 23:17:00,MastCard,Isfahan,436328,85
failed,2025-09-19 02:37:00,Vsa,THR,3991791,37
success,2025-09-02 13:13:00,Master-Card,Tehran,400345,9
fail,2025-09-10 19:29:00,MastCard,Tehran,2468865,61
failed,2025-09-18 07:08:00,Vsa,TEHRAN,1893664,35
success,2025-09-29 18:12:00,Discover,Isfahan,2556425,47
success,2025-09-17 10:05:00,Discover,Tehran,1941592,21
fail,2025-09-05 21:10:00,Master Card,Tehran,2713916,17
failed,2025-09-12 20:33:00,,THR,945041,55
fail,2025-09-06 07:07:00,Amex,Mashhad,4591298,89
fail,2025-09-22 13:13:00,Discover,Tehran,1226806,96
fail,2025-09-09 02:37:00,Master-Card,TEHRAN,2891732,6
success,2025-09-20 21:21:00,Discover,karaj,4399597,35
success,2025-09-01 09:45:00,Visa,Tehran,63962,50
fail,2025-09-22 08:59:00,Amex,Qom,1392231,37
fail,2025-09-15 02:30:00,Visa,Tabriz,1800108,13
success,2025-09-21 04:04:00,Discover,Mashhad,444009,25
success,2025-09-26 17:17:00,Vsa,Tabriz,2515972,97
fail,2025-09-06 05:56:00,Discover,Tabriz,2994825,1
failed,2025-09-19 18:00:00,,Qom,467358,49
FAIL,2025-09-18 06:06:00,Master Card,Qom,3407406,35
fail,2025-09-06 12:12:00,Vsa,Isfahan,1921072,83
success,2025-09-13 09:09:00,visa,Tehran,511231,53
fail,2025-09-01 21:10:00,MasterCard,Tehran ,2257128,52
success,2025-09-23 20:33:00,Amex,Tehran,2665175,54
success,2025-09-23 07:07:00,Vsa,Shiraz,3852370,76
fail,2025-09-26 07:32:00,MasterCard,Tehran,623643,47
success,2025-09-13 21:23:00,MasterCard,Karaj,3749866,43
failed,2025-09-07 20:33:00,Amex,Tehran,633075,20
fail,2025-09-15 02:54:00,Amex,Tabriz,3540662,33
fail,2025-09-12 06:30:00,MastCard,Shiraz,4726464,94
fail,2025-09-27 19:19:00,MastCard,Tabriz,2438742,16
success,2025-09-26 22:27:00,MastCard,Mashhad,3584910,78
failed,2025-09-01 14:11:00,MastCard,Tehran,4502843,7
success,2025-09-15 21:23:00,MasterCard,Tabriz,2827003,70
success,2025-09-04 15:45:00,Visa,Karaj,4184579,21
failed,2025-09-13 16:40:00,Vsa,Tehran,3071907,36
